[12:19:30]	[SEARCH_FIX]:	search for:org/apache/commons/lang3/StringEscapeUtils$CsvEscaper:translate:(Ljava/lang/CharSequence;ILjava/io/Writer;)Iline 156 - 156
[12:19:31]	[METHOD_FIX_DETAIL]:	||||?? -> BASIC_ESCAPE.clone()
[12:19:31]	[SEARCH_FIX]:	search for:org/apache/commons/lang3/text/translate/EntityArrays:JAVA_CTRL_CHARS_ESCAPE:()[[Ljava/lang/String;line 395 - 395
[12:19:31]	[GENERATE_METHOD_FIX]:	1
[12:19:31]	[METHOD_FIX_DETAIL]:	||||?? -> JAVA_CTRL_CHARS_ESCAPE.clone()
[12:19:31]	[SEARCH_FIX]:	search for:org/apache/commons/lang3/StringEscapeUtils$CsvEscaper:translate:(Ljava/lang/CharSequence;ILjava/io/Writer;)Iline 161 - 161
[12:19:31]	[GENERATE_METHOD_FIX]:	2
[12:19:31]	[METHOD_FIX_DETAIL]:	||||?? -> out.write(length)||||?? -> out.write(CSV_SEARCH_CHARS)
[12:19:32]	[FAIL_TC_FILTER_START]:	survive count:0
[12:19:32]	[FILTER_DEAD]:	CSV_QUOTE_STR.isEmpty():false;not expected:false
[12:19:32]	[FILTER_SURVIVE]:	!CSV_QUOTE_STR.isEmpty():true;not expected:false
[12:19:32]	[FAIL_TC_FILTER_FINISHED]:	survive count:1
[12:19:32]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	#true:1	#false:1	
[12:19:32]	[FAIL_TC_FILTER_START]:	survive count:0
[12:19:32]	[FILTER_DEAD]:	CSV_QUOTE_STR.isEmpty():false;not expected:false
[12:19:32]	[FILTER_SURVIVE]:	!CSV_QUOTE_STR.isEmpty():true;not expected:false
[12:19:32]	[FAIL_TC_FILTER_FINISHED]:	survive count:1
[12:19:32]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	#true:1	#false:1	
[12:19:32]	[SEARCH_FIX]:	search for:org/apache/commons/lang3/StringEscapeUtils$CsvEscaper:translate:(Ljava/lang/CharSequence;ILjava/io/Writer;)Iline 160 - 160
[12:19:33]	[FAIL_TC_FILTER_START]:	survive count:0
[12:19:33]	[FILTER_SURVIVE]:	StringUtils.containsAny(input.toString(), CSV_SEARCH_CHARS):false;StringUtils.containsNone(input.toString(),CSV_SEARCH_CHARS):true
[12:19:33]	[FILTER_SURVIVE]:	StringUtils.containsOnly(input.toString(), CSV_SEARCH_CHARS):false;StringUtils.containsNone(input.toString(),CSV_SEARCH_CHARS):true
[12:19:33]	[FILTER_SURVIVE]:	StringUtils.indexOfAny(input.toString(), CSV_SEARCH_CHARS):-1;StringUtils.containsNone(input.toString(),CSV_SEARCH_CHARS):true
[12:19:33]	[FILTER_SURVIVE]:	StringUtils.indexOfAnyBut(input.toString(), CSV_SEARCH_CHARS):0;StringUtils.containsNone(input.toString(),CSV_SEARCH_CHARS):true
[12:19:33]	[FAIL_TC_FILTER_FINISHED]:	survive count:4
[12:19:33]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	#false:2	#-1:1	#0:1	
[12:19:33]	[SEARCH_FIX]:	search for:org/apache/commons/lang3/text/translate/CharSequenceTranslator:translate:(Ljava/lang/CharSequence;)Ljava/lang/String;line 59 - 59
[12:19:33]	[GENERATE_METHOD_FIX]:	4
[12:19:33]	[METHOD_FIX_DETAIL]:	||||?? -> translate(input, length, writer)||||?? -> translate(input)||||?? -> new StringWriter()||||?? -> new StringWriter(input.length() * 2)
[12:19:34]	[FAIL_TC_FILTER_START]:	survive count:0
[12:19:34]	[FAIL_TC_FILTER_FINISHED]:	survive count:0
[12:19:34]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	
[12:19:34]	[FAIL_TC_FILTER_START]:	survive count:0
[12:19:34]	[FAIL_TC_FILTER_FINISHED]:	survive count:0
[12:19:34]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	
[12:19:34]	[SEARCH_FIX]:	search for:org/apache/commons/lang3/text/translate/EntityArrays:invert:([[Ljava/lang/String;)[[Ljava/lang/String;line 420 - 420
[12:19:34]	[GENERATE_METHOD_FIX]:	0
[12:19:34]	[METHOD_FIX_DETAIL]:	
[12:19:35]	[FAIL_TC_FILTER_START]:	survive count:0
[12:19:35]	[FAIL_TC_FILTER_FINISHED]:	survive count:0
[12:19:35]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	
[12:19:35]	[FAIL_TC_FILTER_START]:	survive count:0
[12:19:35]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	
[12:19:35]	[FAIL_TC_FILTER_START]:	survive count:0
[12:19:35]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	
[12:19:35]	[FAIL_TC_FILTER_START]:	survive count:0
[12:19:35]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	
[12:19:35]	[FAIL_TC_FILTER_START]:	survive count:0
[12:19:35]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	
[12:19:35]	[FAIL_TC_FILTER_START]:	survive count:0
[12:19:35]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	
[12:19:35]	[FAIL_TC_FILTER_START]:	survive count:0
[12:19:35]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	
[12:19:35]	[FAIL_TC_FILTER_START]:	survive count:0
[12:19:35]	[FILTER_SURVIVE]:	i:0;1:1
[12:19:35]	[FILTER_DEAD]:	ISO8859_1_ESCAPE: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:35]	[FILTER_SURVIVE]:	HTML40_EXTENDED_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:35]	[FILTER_SURVIVE]:	newarray:null;null;null;null;null;null;null;null;null;null;null;;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:35]	[FILTER_SURVIVE]:	JAVA_CTRL_CHARS_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:35]	[FILTER_SURVIVE]:	BASIC_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:35]	[FILTER_SURVIVE]:	APOS_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:35]	[FILTER_SURVIVE]:	APOS_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:35]	[FILTER_SURVIVE]:	HTML40_EXTENDED_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:35]	[FILTER_SURVIVE]:	BASIC_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:35]	[FILTER_SURVIVE]:	ISO8859_1_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:35]	[FILTER_SURVIVE]:	JAVA_CTRL_CHARS_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:35]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:35]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	#null;null;null;null;null;null;null;null;null;null;null;:1	#null:9	# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;:1	#0:1	
[12:19:35]	[FAIL_TC_FILTER_START]:	survive count:11
[12:19:35]	[FILTER_SURVIVE]:	newarray:&nbsp;; ;null;null;null;null;null;null;null;null;null;;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:35]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:35]	[FILTER_SURVIVE]:	HTML40_EXTENDED_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	JAVA_CTRL_CHARS_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	BASIC_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	APOS_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	APOS_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	HTML40_EXTENDED_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	BASIC_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	ISO8859_1_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	JAVA_CTRL_CHARS_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FILTER_DEAD]:	ISO8859_1_ESCAPE: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FILTER_DEAD]:	i:1;1:1
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	#null;null;null;null;null;null;null;null;null;null;null;#&nbsp;; ;null;null;null;null;null;null;null;null;null;:1	#null#null:9	# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;:1	#0#1:1	
[12:19:36]	[FAIL_TC_FILTER_START]:	survive count:11
[12:19:36]	[FILTER_SURVIVE]:	newarray:&nbsp;; ;&iexcl;;¡;null;null;null;null;null;null;null;;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FILTER_SURVIVE]:	HTML40_EXTENDED_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	JAVA_CTRL_CHARS_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	BASIC_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	APOS_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	APOS_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	HTML40_EXTENDED_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	BASIC_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	ISO8859_1_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	JAVA_CTRL_CHARS_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FILTER_DEAD]:	ISO8859_1_ESCAPE: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FILTER_SURVIVE]:	i:2;1:1
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	#0#1#2:1	# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;:1	#null#null#null:9	#null;null;null;null;null;null;null;null;null;null;null;#&nbsp;; ;null;null;null;null;null;null;null;null;null;#&nbsp;; ;&iexcl;;¡;null;null;null;null;null;null;null;:1	
[12:19:36]	[FAIL_TC_FILTER_START]:	survive count:11
[12:19:36]	[FILTER_SURVIVE]:	i:3;1:1
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FILTER_DEAD]:	ISO8859_1_ESCAPE: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FILTER_SURVIVE]:	HTML40_EXTENDED_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	JAVA_CTRL_CHARS_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	BASIC_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	APOS_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	APOS_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	HTML40_EXTENDED_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	BASIC_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	ISO8859_1_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	JAVA_CTRL_CHARS_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FILTER_SURVIVE]:	newarray:&nbsp;; ;&iexcl;;¡;&cent;;¢;null;null;null;null;null;;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;:1	#null#null#null#null:9	#0#1#2#3:1	#null;null;null;null;null;null;null;null;null;null;null;#&nbsp;; ;null;null;null;null;null;null;null;null;null;#&nbsp;; ;&iexcl;;¡;null;null;null;null;null;null;null;#&nbsp;; ;&iexcl;;¡;&cent;;¢;null;null;null;null;null;:1	
[12:19:36]	[FAIL_TC_FILTER_START]:	survive count:11
[12:19:36]	[FILTER_DEAD]:	ISO8859_1_ESCAPE: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FILTER_SURVIVE]:	HTML40_EXTENDED_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	JAVA_CTRL_CHARS_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	BASIC_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	APOS_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	APOS_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	HTML40_EXTENDED_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	BASIC_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	ISO8859_1_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	JAVA_CTRL_CHARS_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FILTER_SURVIVE]:	i:4;1:1
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FILTER_SURVIVE]:	newarray:&nbsp;; ;&iexcl;;¡;&cent;;¢;&pound;;£;null;null;null;;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	#null;null;null;null;null;null;null;null;null;null;null;#&nbsp;; ;null;null;null;null;null;null;null;null;null;#&nbsp;; ;&iexcl;;¡;null;null;null;null;null;null;null;#&nbsp;; ;&iexcl;;¡;&cent;;¢;null;null;null;null;null;#&nbsp;; ;&iexcl;;¡;&cent;;¢;&pound;;£;null;null;null;:1	#null#null#null#null#null:9	# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;:1	#0#1#2#3#4:1	
[12:19:36]	[FAIL_TC_FILTER_START]:	survive count:11
[12:19:36]	[FILTER_SURVIVE]:	newarray:&nbsp;; ;&iexcl;;¡;&cent;;¢;&pound;;£;&curren;;¤;null;;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FILTER_SURVIVE]:	HTML40_EXTENDED_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	JAVA_CTRL_CHARS_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	BASIC_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	APOS_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	APOS_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	HTML40_EXTENDED_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	BASIC_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	ISO8859_1_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FILTER_SURVIVE]:	JAVA_CTRL_CHARS_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FILTER_DEAD]:	ISO8859_1_ESCAPE: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FILTER_SURVIVE]:	i:5;1:1
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FAIL_TC_FILTER_SPLIT_FINISHED]:	# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;# ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;:1	#0#1#2#3#4#5:1	#null#null#null#null#null#null:9	#null;null;null;null;null;null;null;null;null;null;null;#&nbsp;; ;null;null;null;null;null;null;null;null;null;#&nbsp;; ;&iexcl;;¡;null;null;null;null;null;null;null;#&nbsp;; ;&iexcl;;¡;&cent;;¢;null;null;null;null;null;#&nbsp;; ;&iexcl;;¡;&cent;;¢;&pound;;£;null;null;null;#&nbsp;; ;&iexcl;;¡;&cent;;¢;&pound;;£;&curren;;¤;null;:1	
[12:19:36]	[FAIL_TC_FILTER_START]:	survive count:11
[12:19:36]	[FILTER_DEAD]:	ISO8859_1_ESCAPE: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:36]	[FILTER_SURVIVE]:	i:6;1:1
[12:19:36]	[FAIL_TC_FILTER_FINISHED]:	survive count:11
[12:19:37]	[FILTER_SURVIVE]:	HTML40_EXTENDED_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:37]	[FILTER_SURVIVE]:	JAVA_CTRL_CHARS_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:37]	[FILTER_SURVIVE]:	BASIC_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:37]	[FILTER_SURVIVE]:	APOS_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:37]	[FILTER_SURVIVE]:	APOS_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:37]	[FILTER_SURVIVE]:	HTML40_EXTENDED_ESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
[12:19:37]	[FILTER_SURVIVE]:	BASIC_UNESCAPE:null;array: ;&nbsp;;¡;&iexcl;;¢;&cent;;£;&pound;;¤;&curren;;¥;
